procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 529392  85988   1868 109024    0  416   324   420 1124  695  0 15 85  0  0
 0  0 529904  86060   1852 108572    4  136     4   136  796  526  0  9 90  1  0
 0  0 530672  89956   1836 106344    0  900    36  1016 1356  951  0 18 82  1  0
 0  0 530672  90024   1836 106296    0  104     0   132  731  488  0  5 95  0  0
 0  0 531440  91596   1836 105628    0  744     0   744  754  513  0  7 93  0  0
 0  0 531952  92188   1828 104792    0  536     0   536 1066  665  0 16 84  0  0
 0  0 532720  93340   1820 103540    0  836     0   840 1039  744  1 12 87  0  0
 1  0 532720  94744   1828 103472    0  104     0   188  824  524  0  9 91  1  0
 0  0 533744  96588   1804 102548    0  936     0   936  988  665  0 11 89  0  0
 1  0 534768  98112   1740 101644    4  668     4   668 1004  765  0 10 89  1  0
 1  0 535024  99988   1628 100612    0  464     0   492  838  560  0  9 91  0  0
 0  0 535280  99860   1616 100964   20  132   504   132  643  546  0  8 91  1  0
 0  0 535792 100284   1624 101596    0  648  1312   680  977  648  0  8 92  1  0
 0  0 536816 100900   1624 100896    4  976     4   976  738  520  0  7 93  1  0
 0  0 537072 102772   1624 100680    0  396     0   396  874  562  0 10 90  0  0
 0  0 537328 102860   1624 100632    0  184     0   200  681  483  0  8 92  0  0
 0  0 537584 102556   1624 100396    0  412     0   416 1013  653  0 15 85  0  0
 0  0 538352 103820   1632 100092    0  676     0   708  709  512  0  6 94  0  0
 0  0 539120 105128   1632  99596    0  708     0   708  923  636  0 14 86  0  0
 0  0 539888 107384   1632  98432    0  856     0   856 1082  745  0 15 85  0  0
 0  0 540912 109200   1632  97064    0  840     0   852  984  649  0 14 86  0  0
 0  0 541936 110952   1632  95520   12 1072    12  1072 1199  877  0 13 87  0  0
 0  0 542960 113224   1632  93992    0 1096     0  1100  974  611  0 11 89  0  0
 0  0 544496 115448   1640  92012    4 1596     4  1624 1046  787  0 13 86  1  0
 0  0 546288 118152   1640  90040    0 1592     0  1592 1246  923  0 17 83  0  0
 3  0 546800 117472   1640  89560    0  444     0   456 1025  637  0 12 88  0  0
 0  0 547568 120340   1640  88176    0 1028     0  1028  950  654  0 10 90  0  0
 0  0 547824 120488   1640  87716    0  388     0   400  702  449  0  3 97  0  0
 0  0 548336 120468   1648  87488    0  172     0   200  771  487  0  7 92  1  0
 0  0 548848 122716   1648  87172    0  528     0   552  867  553  0  7 93  0  0
 1  0 548848 121556   1648  87172    0   32     0    32  619  376  0  5 95  0  0
 1  0 549872 123104   1648  86792    4  872     4   872 1050  746  1 12 87  0  0
 0  0 549872 123876   1648  86708    0  192     0   192  944  571  0 11 89  0  0
 2  0 550384 123820   1656  86448    4  524     4   552 1034  697  0 11 88  1  0
 0  0 551920 127204   1652  85756   24 1600    36  1628 1281  779  0 20 80  0  0
 0  0 552944 128436   1624  85252    0  984     4   984  831  556  1 10 90  0  0
 0  0 552944 128800   1624  85252    0   32     0    32  740  487  0  8 92  0  0
 1  0 553200 128720   1616  85132    0  396     0   396  865  595  0 10 90  0  0
 0  0 555248 132184   1540  84148    0 1848   228  1908 1180  760  0 19 81  1  0
 0  0 556272 134072   1532  83608    0 1132     4  1132 1176  803  0 14 86  0  0
 0  0 557040 135604   1524  83244    0  812     0   812  921  630  0 10 90  0  0
 1  0 557808 136984   1524  82956    0  620     0   620 1001  653  0 13 87  0  0
 0  0 558576 138356   1504  82636    0  708    28   724  684  536  0  6 94  0  0
 3  0 559088 139056   1504  82220    0  628     0   664  773  645  0 10 90  1  0
 1  0 559344 139968   1504  82104    0  272    12   272  482  342  0  3 97  0  0
 1  0 559856 138812   1492  81952    0  488     0   488  823  578  1 11 88  0  0
 0  0 559088 126552   1488  93960 1852  344 14500   344 1926 2128  0 14 72 13  0
 2  0 559856 126324   1484  92988    0  860     0   872 1208  868  0 16 84  0  0
 0  0 560624 129136   1492  92528    0  668     0   724  926  611  0 11 89  0  0
 1  0 561648 130020   1492  91964    0 1000     0  1000  989  646  0 13 87  0  0
 0  0 562160 132824   1492  91712    4  604     4   604 1004  697  0 16 84  0  0
 0  0 562672 132648   1492  91172    0  616     0   616 1019  668  0 15 85  0  0
 0  0 563440 133188   1492  90476    0  672     0   696  847  609  0 10 90  0  0
 3  0 563952 134028   1500  90404    4  512   432   540 1007  675  0  9 89  1  0
 0  0 564464 136720   1492  89752    0  532    76   532  701  484  0  8 91  1  0
 1  0 564976 135884   1492  89064    0  480     0   480 1074  712  1 16 84  0  0
 0  1 564464 130856   1492  91188 5124    8  6272     8 2687 4019  0 32 59  9  0
 0  0 564208 130600   1460  89744 2684  824  2944   852 2179 2755  1 27 62 11  0
 0  0 564208 129488   1468  89744    4    0     4    28  837 2348  0  9 90  1  0
 1  0 564208 129908   1468  89744    0    0     0     0  928 2734  0  9 91  1  0
 0  0 564208 129768   1468  89952    0    0   204     0  690 1347  0  7 93  0  0
 1  0 564208 130228   1468  89952    0    0     0     0 1032 2515  0 11 89  1  0
 0  0 564208 130000   1468  90628    0    0   672    12  855 1988  0 10 90  1  0
 1  0 564208 128988   1476  90628    0    0     0    32  746  789  1  5 95  0  0
 0  0 564208 129840   1476  90632   12    0    12     0  708 1116  0  5 95  0  0
 1  0 564208 128644   1476  90632    0    0     0     0  638 1028  0  5 94  1  0
 0  0 564208 129888   1476  90636    0    0     0     0  824 2291  0  9 91  0  0
 1  0 564208 128588   1476  90636    0    0     0     0 1155 2594  0 13 87  0  0
 0  0 564208 129592   1484  90636    8    0     8    40  947 1591  0  7 93  0  0
 0  0 564208 128816   1484  90656    0    0     0     4 1119 1807  1 14 85  1  0
 0  0 564208 129032   1484  90656    0    0     0     0  646  618  0  7 93  0  0
 0  0 564208 128588   1484  90660    0    0     0     0  896  471  0 12 88  0  0
 0  0 564208 128500   1484  90660    0    0     0     0  695  332  0  7 93  0  0
 0  0 564208 128044   1492  90664    0    0     0    56  900  497  0 10 90  1  0
 0  0 564208 129052   1492  90664    0    0     0     0  972  443  0 12 88  0  0
 0  0 564208 128888   1492  90664    4    0     4     4  760  439  0 10 90  0  0
 0  0 564208 128560   1492  90668    0    0     0     0  644  359  0  2 98  0  0
 1  0 564208 126780   1492  90668    0    0     0     0  907  464  0 10 90  0  0
 0  0 564208 128648   1500  90664    0    0     0    44  720  396  0  8 92  0  0
 0  0 564208 125832   1500  90672    0    0     0     0  764  461  0 13 87  0  0
 1  0 564208 127904   1500  90676    0    0     0     0  950  483  0 11 89  0  0
 1  0 564208 127204   1500  90676    0    0     0     4  856  468  1  8 91  0  0
 0  0 564208 128680   1500  90676    0    0     0     0  798  416  0 11 89  0  0
 0  0 564208 127868   1508  90672    4    0     4    56  829  484  0 16 83  1  0
 1  0 564208 127928   1508  90680    0    0     0     0  520  310  0  3 97  0  0
 0  0 564208 128652   1508  90684    0    0     0     0 1234  520  0 14 86  0  0
 0  0 564208 128724   1508  90684    0    0     0     0  693  437  1  6 93  0  0
 0  0 564208 128996   1508  90684    0    0     0     4  804  436  0  8 92  0  0
 1  0 564208 127380   1516  90688    0    0     0    28 1134  527  0 16 83  1  0
 0  0 564208 127984   1516  90688    0    0     0     0  730  390  0  6 94  0  0
 1  0 564208 129428   1516  90692   16    0    16     0  759  412  0  9 91  0  0
 1  0 563440 125800   1516  91164 1360    0  1820     0 1279 1237  0 10 85  5  0
 0  0 563440 127500   1516  91160    0    0     0     0  944  449  0 10 90  0  0
 0  0 563440 124636   1524  91160    0    0     0    44  834  407  0  9 91  0  0
 0  0 563440 124964   1524  92344   36    0  1204    12 1035  669  0 14 85  1  0
 0  0 563440 125272   1524  92348    0    0     0     0  438  290  1  2 97  0  0
 0  0 563440 124872   1524  92348    0    0     0     0  573  339  0  5 95  0  0
 1  0 563440 123508   1524  92352    0    0     0     0  804  495  0 11 89  0  0
 3  0 563440 123960   1532  92344    0    0     0    36 1033  501  0 12 88  0  0
 0  0 563440 124800   1532  92356    0    0     0    16  953  446  0 10 90  0  0
 0  0 563440 126064   1532  92356    0    0     0     0  521  277  0  2 98  0  0
 1  0 563440 125092   1532  92360    0    0     0     0  826  447  0  8 92  0  0
 4  0 563440 123284   1532  92360    0    0     0     0  649  321  0  7 93  0  0
 0  0 563440 125084   1532  92360    0    0     0     0  570  336  0  6 94  0  0
 0  0 563440 125692   1540  92364    0    0     0    40  915  455  0 12 87  1  0
 1  0 563184 119784   1540  95796   72    0  3564     4 1065  680  0 13 86  1  0
 2  0 563184 119228   1540  95860    0    0     0     0  612  380  0  9 90  1  0
 0  0 563184 121540   1540  95860    0    0     0     0  695  410  0 11 89  0  0
 2  0 563184 121468   1540  95864    4    0     4     0  928  416  0 10 90  0  0
 0  0 563184 119596   1548  95864    0    0     0    44  782  426  1  8 91  1  0
 0  0 563184 121448   1548  95864    0    0     0     0  618  355  1  5 94  0  0
 0  0 563184 122484   1548  95868    0    0     0     4  747  399  0 10 90  0  0
 1  0 563184 120636   1548  95868    0    0     0     0  666  328  0  6 94  0  0
 4  0 563184 121068   1548  95872    0    0     0     0  937  482  0 13 87  0  0
 0  0 563184 121492   1556  95872    0    0     0    40  712  432  0  7 93  0  0
 2  0 563184 121492   1556  95876    0    0     0     0  733  385  0  7 93  0  0
 0  0 563184 121620   1556  95876   12    0    12     0  717  416  0  7 93  1  0
 1  0 563184 118744   1556  95876    0    0     0     4 1067  543  0 15 85  0  0
 1  0 563184 121384   1556  95880    0    0     0     0  841  421  0  8 92  0  0
 0  0 563184 119976   1564  95880    4    0     4    40  646  399  0  7 93  1  0
 0  0 563184 121184   1564  95884    0    0     0     0  880  424  0  8 92  0  0
 2  0 563184 119384   1564  95884    0    0     0     0 1100  527  0 12 88  0  0
 0  0 563184 122352   1564  95888    0    0     0     0  491  279  0  4 96  0  0
 0  0 563184 121816   1564  95888    0    0     0     4  721  395  0  7 93  0  0
 0  0 563184 121956   1572  95888    0    0     0    40  643  360  0  4 95  1  0
 0  0 563184 122100   1572  95892    4    0     4     0  735  464  0  4 95  1  0
 0  0 563184 121016   1572  95892    0    0     0     0  642  385  0  7 93  0  0
 1  0 563184 120408   1572  95896    4    0     4     0  629  388  1  8 92  0  0
 0  0 563184 121972   1572  95896    0    0     0     0  602  321  0  4 96  1  0
 0  0 563184 121232   1580  95900    0    0     0    48  880  488  0 10 90  0  0
 0  0 563184 121424   1580  95900    4    0     4     0  611  376  0  4 96  0  0
 2  0 563184 120464   1580  95900    0    0     0     0  575  338  0  4 96  0  0
 0  0 563184 122288   1580  95904    0    0     0     0  902  407  0  9 91  1  0
 0  0 563184 121916   1580  95904    4    0     4     0  705  404  0  5 95  0  0
 0  0 563184 121384   1588  95908    0    0     0    44  781  389  1  7 92  1  0
 0  0 563184 121428   1588  95908    8    0     8     4  732  454  0  8 92  0  0
 0  0 563184 120728   1728  97304  120    0  1648    40  998  586  0  9 89  2  0
 0  0 563184 120432   1728  97308    0    0     0     0  940  519  0  9 91  0  0
 0  0 563184 119416   1728  97308    0    0     0     0  429  277  0  3 97  0  0
 5  0 562672 112924   1948 102604  664    0  6032   224 1100  941  1 11 86  2  0
 3  0 561904  84276   3232 128124 1620    0 26357     0 2078 2481  2 23 64 12  0
 0  0 561904  84400   3232 129864    4    0  1050   312  624  487  1  6 94  0  0
 0  0 561904  83304   3232 129868    4    0     4     0  939  485  0  8 92  0  0
 0  0 561392  66880   3956 143672 1524    0 12601     0 2112 2124  1 29 63  7  0
 0  0 560880  64848   3964 144984  420    0  1716   104  990  741  0  7 90  3  0
 0  0 560880  63956   3964 144992    0    0     0    16  841  522  0  7 93  0  0
 0  0 560880  65124   3964 144992    0    0     0     0  503  324  0  4 95  1  0
 0  0 560880  64332   3964 144996    0    0     0     8  878  517  0 13 87  0  0
 4  0 560880  64096   3964 145000    0    0     0     0  843  394  0  7 93  0  0
 0  0 560880  64920   3972 145000    0    0     0    36  962  529  1 11 89  0  0
 1  0 560880  65040   3972 145000    0    0     0    12  832  395  0  6 94  0  0
 0  0 560880  63476   3972 145004    0    0     0     0  695  431  0  9 91  0  0
 1  0 560880  64088   3972 145116   60    0   172     0  836  437  0 10 90  1  0
 0  0 560880  65560   3972 145120   16    0    16     4  745  416  0  6 93  1  0
 3  0 560880  64444   3972 145120    0    0     0     0  543  278  0  4 96  0  0
 0  0 560880  64256   3980 145124    0    0     0    40  558  331  1  6 93  0  0
 0  0 560880  64572   3980 145124   32    0    32     0  784  453  0  5 95  1  0
 1  0 560880  64288   3980 145128    4    0     4     0  670  382  0  4 96  0  0
 0  0 560880  65360   3980 145128    0    0     0     0  864  397  0 10 90  0  0
 0  0 560880  63988   3980 145128    0    0     0     4  596  331  0  4 96  0  0
 0  0 560880  64000   3988 145128    0    0     0    44 1022  498  0 12 88  1  0
 0  0 560880  65016   3988 145132    0    0     0     0  881  502  0 11 89  0  0
 2  0 560880  63704   3988 145132    0    0     0     0  559  302  0  3 97  0  0
 0  0 560880  65272   3988 145136    8    0     8     0  875  514  0 15 85  0  0
 0  0 560880  64152   3988 145136    0    0     0     0  808  395  0  5 95  0  0
 0  0 560624  64708   3996 145128  112    0   112   164  716  489  0  5 94  1  0
 0  0 560624  65000   3996 145140    0    0     0     0  577  293  1  2 97  0  0
 0  0 560624  63764   3996 145140    0    0     0     0  731  400  0  7 93  0  0
 0  0 560624  64644   3996 145144    0    0     0     0  605  249  0  6 94  0  0
 1  0 560624  65040   3996 145148    0    0     0     0 1090  557  0 14 86  0  0
 1  0 560624  64168   4004 145148    0    0     0    28  799  411  0  8 92  1  0
 0  0 560624  64308   4004 145148    0    0     0    16  668  316  0  6 94  0  0
 0  0 560624  64308   4004 145152    0    0     0     0  664  352  0  6 94  0  0
 0  0 560624  64828   4004 145404   60    0   316     0  774  497  1  9 90  1  0
 0  0 560624  64276   4004 145404   72    0    72   316  728  440  0  6 93  1  0
 0  0 560624  65100   4016 145408    0    0     0   192  856  450  0 10 90  1  0
 0  0 560624  63992   4016 145408   12    0    12    16  877  449  0 10 90  0  0
 0  0 560624  65064   4016 145412    0    0     0     0  792  400  0  7 93  0  0
 0  0 560624  65124   4016 145412    0    0     0     4  806  367  1  8 91  0  0
 0  0 560624  64080   4016 145412    0    0     0     0  764  456  0 13 87  0  0
 0  0 560624  64460   4024 145416    0    0     0    28  981  485  0 15 84  1  0
 1  0 560624  64660   4024 145416    0    0     0    12  862  499  0 13 87  0  0
 0  0 560624  64680   4024 145420    0    0     0     4  678  342  0  8 92  0  0
 0  0 560624  65548   4024 145420    0    0     0     0  656  379  0  9 91  0  0
 0  0 560624  65048   4024 145424    0    0     0     0  689  385  0  4 96  0  0
 1  0 560624  64724   4032 145424    0    0     0    44  946  547  0 14 86  0  0
 0  0 560624  65156   4032 145424    0    0     0    16  586  305  0  4 96  0  0
 0  0 560624  64800   4032 145428    0    0     0     0  513  351  0  4 96  0  0
 0  0 560624  64664   4032 145432    0    0     0     4  870  413  0 10 90  0  0
 0  0 560624  64260   4032 145432    0    0     0     0 1037  567  0 12 88  0  0
 0  0 560624  65216   4040 145432    0    0     0    28  696  371  1  5 94  1  0
 0  0 560624  64700   4040 145436    4    0     4    12  792  451  0 11 89  0  0
 0  0 560624  65316   4040 145440    0    0     0     0  889  389  0  7 93  0  0
 0  0 560624  64792   4048 145452    0    0     4     8  741  413  0  6 93  1  0
 0  0 560624  64800   4048 145452    0    0     0     0  665  382  0  9 91  0  0
 0  0 560624  64920   4056 145456    0    0     0    84  915  551  0 12 88  0  0
 0  0 560624  65072   4056 145456    0    0     0     0  662  338  0  3 97  0  0
 1  0 560624  64944   4056 145460    0    0     0    12  793  427  1  9 90  0  0
 0  0 560624  64524   4056 145460    0    0     0     0  477  277  0  3 97  0  0
 0  0 560624  64880   4056 145460    0    0     0     4  944  486  0 14 86  0  0
 0  0 560624  64816   4064 145464    0    0     0    28 1164  599  1 14 85  1  0
 1  0 560624  64512   4064 145464    0    0     0     0  828  476  0 11 89  0  0
 0  0 560624  65044   4064 145468    0    0     0    12  706  337  0  7 93  0  0
 1  0 560624  64144   4064 145468    0    0     0     0  700  419  0  9 91  0  0
 0  0 560624  64304   4064 145468    0    0     0     0  598  335  0  6 94  0  0
 1  0 560624  64032   4072 145472    0    0     0    48 1151  610  0 15 85  1  0
 1  0 560624  64208   4072 145472    0    0     0     0  742  409  1 10 89  0  0
 4  0 560624  64496   4072 145476    0    0     0    16  753  419  0  7 93  0  0
 3  0 560624  65260   4072 145476    0    0     0     0  983  424  0 11 89  0  0
 0  0 560624  64628   4072 145476    0    0     0     0  888  521  0 10 90  0  0
 0  0 560624  64340   4080 145480    0    0     0    32  845  382  0 11 89  1  0
 1  0 560624  64580   4080 145484    0    0     0     0  883  438  0 11 89  0  0
 1  0 560624  64280   4080 145484    0    0     0    12  714  382  1 10 90  0  0
 1  0 560624  64308   4080 145484   12    0    12     0  810  476  0 10 90  0  0
 0  0 560624  65176   4080 145488    0    0     0     0  773  405  0 11 89  0  0
 1  0 560624  64176   4088 145488   36    0    36    28  912  995  0  8 91  1  0
 2  0 560112  65116   4088 145492    0    0     0    16 1073 1097  0 12 88  0  0
 0  0 560112  64924   4088 145492    0    0     0    12  984  533  1 13 86  0  0
 0  0 560112  65060   4088 145492    0    0     0     0  747  364  0  5 95  0  0
 0  0 560112  63412   4088 145492    0    0     0     0  798  426  0 11 89  0  0
 2  0 560112  60836   4088 145496    0    0     0     0  623  326  0  6 94  0  0
 0  0 560112  64664   4096 145500    0    0     0    28  823  465  0 10 90  0  0
 0  0 560112  64008   4096 145500    0    0     0    16 1039  444  0 13 87  0  0
 1  0 560112  62904   4096 145504    0    0     0     0  746  419  0  8 92  0  0
 1  0 559856  61712   4368 145780  892    0  1428    60 1050 1005  0  8 88  4  0
 0  0 559600  63080   4368 145784  148    0   152     0  934  560  0 10 89  1  0
 1  0 559600  63132   4368 145788    0    0     0    12  608  343  0  5 95  0  0
 0  0 559600  62572   4368 145788    0    0     0    12  758  417  0  9 91  0  0
 1  0 559600  62468   4368 145920    0    0   128     4  674  341  0  6 94  0  0
 0  0 559600  62424   4376 145920    0    0     0    60  913  466  0 11 88  1  0
 0  0 559600  62836   4376 145924    0    0     0     0  698  327  0  8 92  0  0
 1  0 559600  61400   4376 145924    0    0     0     0  908  419  0 10 90  0  0
 0  0 559600  62724   4376 145924    0    0     0    12 1046  447  0 19 81  0  0
 0  0 559600  62532   4376 145928    0    0     0     0  927  480  0 11 89  0  0
 0  0 559600  63596   4384 145928    0    0     0    80  830  426  0 13 86  1  0
 0  0 559600  62748   4384 145932   24    0    24     0  885  503  0 10 90  0  0
 0  0 559600  63404   4384 146216   12    0   296     0  672  376  0  6 93  1  0
 0  0 559600  62816   4384 146220   28    0    28     0  842  477  0  6 93  1  0
 0  0 559600  62428   4384 146220   20    0    20    16  876  487  0 10 89  1  0
 1  0 559088  62368   4384 146220  272    0   272     0  510  497  0  3 95  3  0
 3  0 559088  62368   4392 146212    0    0     0    32  202  140  0  0 100  0  0
