procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0 567304  13244   6324 131844    0    0     0     0  410  296  0  2 98  0  0
 0  0 567304  14152   6324 131844    0    0     0    48  290  246  0  2 98  0  0
 0  0 567304  13420   6332 131844    4    0     4    28  271  269  0  1 99  1  0
 0  0 567304  13356   6348 131916    4    0    40    92  643  430  0  3 97  0  0
 1  0 567304  14388   6348 131920    0    0     0     4  480  367  0  3 97  0  0
 1  0 567048  13284   6348 131920    4    0     4     8  576  376  1  3 96  1  0
 0  0 567048  14312   6348 131920    0    0     0     0  299  242  0  1 99  0  0
 0  0 567048  14448   6348 131920    0    0     0     0  231  187  0  1 99  0  0
 1  0 567048  11876   6356 131956    4    0    40    84  641  434  0  4 95  1  0
 0  0 567048  13588   6356 131956    0    0     0     0  363  275  0  1 99  0  0
 1  0 567048  12676   6356 132736   40    0   665     8  611  427  0  3 97  0  0
 1  0 567048  12396   6356 132848   16    0   124     0  370  244  0  1 99  1  0
 0  0 567048  11296   6356 133060   20    0   232     0  505  313  0  5 95  1  0
 0  0 567048  11312   6356 133060    0    0     0     0  306  244  0  2 98  0  0
 0  0 567048  11352   6364 133060    4    0     4    20  615  371  0  5 95  0  0
 1  1 567048  12848   6364 133060   52    0    52     8  717  499  0  6 93  1  0
 0  0 567048  12128   6364 133060    0    0     0     4  529  324  0  2 98  0  0
 1  0 567048  11308   6364 133060    0    0     0     0  492  320  0  3 97  0  0
 0  0 567048  11852   6364 133064    0    0     0     0  436  312  0  5 95  0  0
 0  0 567048  12180   6372 133064    0    0     0    28  256  235  0  0 99  1  0
 0  0 567048  13220   6372 133064    0    0     0     8  333  329  0  2 98  0  0
 0  0 567048  11224   6372 133064    0    0     0     0  375  278  0  3 97  0  0
 0  0 567048  11908   6372 133064    8    0     8     4  592  421  0  4 96  0  0
 0  0 567048  12964   6372 133064    0    0     0     0  390  282  0  1 99  0  0
 0  0 567048  12152   6380 133056    0    0     0    28  389  282  0  2 98  0  0
 1  0 567048  12476   6380 133064    0    0     0     0  231  246  0  1 99  0  0
 0  0 567048  12324   6380 133068    0    0     0     4  294  245  0  1 99  0  0
 0  0 567048  12996   6380 133068    0    0     0     0  517  370  0  3 97  0  0
 3  0 567048  12792   6380 133068    0    0     0     4  581  360  0  6 94  0  0
 0  0 567048  12432   6388 133068    0    0     0    16  328  286  0  2 98  1  0
 0  0 567048  11936   6388 133068    0    0     0     0  297  212  0  1 99  0  0
 1  0 567048  12856   6388 133068    0    0     0     8  383  242  0  3 97  0  0
 0  0 567048  12460   6388 133088    0    0     0    36  363  327  0  1 99  0  0
 0  0 567048  13220   6388 133088    0    0     0     0  332  266  0  1 99  0  0
 0  0 567048  13020   6388 133088    0    0     0     4  448  314  0  1 99  0  0
 0  0 567048  12592   6396 133088    0    0     0    28  386  305  0  1 99  1  0
 1  0 567048  11820   6396 133088   16    0    16     8  397  299  0  2 98  0  0
 0  0 567048  12300   6396 133088    0    0     0     0  225  206  0  1 99  0  0
 0  0 567048  12792   6396 133088    0    0     0     0  492  338  0  3 97  0  0
 0  0 567048  12604   6396 133092    4    0     4     0  380  295  1  0 99  1  0
 0  0 567048  12396   6404 133096    4    0     4    44  769  556  0  9 90  1  0
 0  0 567048  12044   6404 133096    0    0     0     8  248  215  0  1 99  0  0
 0  0 567048  12072   6404 133096    4    0     4     0  314  259  0  1 99  0  0
 0  0 567048  10724   6404 133096    0    0     0     0  545  354  0  2 98  0  0
 0  0 567048  12000   6404 133096    0    0     0     0  307  287  0  0 100  0  0
 0  0 567048  12260   6412 133096    0    0     0    28  404  331  0  1 98  1  0
 0  0 567048  12200   6412 133084    0    0     0    12  447  344  0  2 98  0  0
 0  0 567048  12104   6412 133084    0    0     0     0  380  265  0  3 97  0  0
 0  0 567048  11880   6412 133084    0    0     0     0  464  277  0  2 98  0  0
 1  0 567048  11840   6412 133084    0    0     0     0  163  205  0  0 100  0  0
 2  0 567048   9944   6420 133076    0    0     0    28  388  319  0  3 97  0  0
 0  0 567048  12572   6420 133084    0    0     0     4  293  271  0  2 98  0  0
 1  0 567048  11576   6420 133136    0    0    52     4  675  411  0  7 93  0  0
 1  0 567048  11856   6420 133140    0    0     0     0  328  281  0  2 98  0  0
 0  0 567048  11316   6420 133168   12    0    40     0  493  391  0  4 95  1  0
 0  0 567048  11908   6428 133160    0    0     0    16  368  276  0  1 99  1  0
 0  0 567048  12232   6428 133168    0    0     0     0  412  326  0  2 98  0  0
 0  0 567048  11972   6428 133168    4    0     4     8  344  333  0  1 99  0  0
 0  0 567048  11408   6428 133168    0    0     0     4  412  299  1  3 96  0  0
 1  0 567048  11996   6428 133168    0    0     0     0  246  234  0  0 100  0  0
 0  0 567048  12464   6428 133168    0    0     0     0  523  342  0  2 98  0  0
 1  0 567048  10892   6436 133172    0    0     0    28  316  257  0  2 97  1  0
 0  0 567048  12436   6436 133172    4    0     4     8  434  334  0  2 98  0  0
 1  0 567048  11844   6436 133172    0    0     0     0  813  427  0  6 94  0  0
 0  0 567048  12204   6436 133172   12    0    12     4  396  360  0  2 98  1  0
 0  0 567048  12292   6436 133188    0    0     0     8  511  330  0  3 97  0  0
 0  0 567048  11848   6444 133188    0    0     0    28  426  304  0  3 97  0  0
 0  0 567048  12176   6444 133192    0    0     0     8  387  293  0  1 99  0  0
 0  0 567048  12244   6444 133192    8    0     8     0  456  370  0  2 97  1  0
 0  0 567048  12284   6444 133176    0    0     0     4  440  323  0  3 97  0  0
 0  0 567048  11920   6444 133176    0    0     0     0  470  350  0  2 98  0  0
 0  0 567048  11204   6452 133624    0    0   448    28  387  272  0  1 99  1  0
 0  0 567048  12124   6452 133624    0    0     0     0  421  316  0  1 99  0  0
 0  0 567048  11904   6452 133624    0    0     0     4  237  220  0  1 99  0  0
 1  0 567048  11452   6452 133624    0    0     0     0  622  345  0  3 97  0  0
 1  0 567048  11380   6452 133628    0    0     0     4  804  391  1 10 89  0  0
 0  0 567048  11220   6460 133620    0    0     0    16  451  362  0  4 96  0  0
 1  0 567048  11972   6460 133628    0    0     0     0  287  247  0  1 99  0  0
 1  0 567048  11332   6460 133628    0    0     0     0  307  226  0  0 100  0  0
 0  0 567048  11556   6460 133628    0    0     0     8  486  338  0  3 97  0  0
 1  0 567048  12096   6460 133628    0    0     0     0  465  353  0  3 97  1  0
 1  0 567048  10552   6460 133632    0    0     0     4  512  335  0  3 96  0  0
 0  0 567048  11524   6468 133632    0    0     0    28  574  275  0  5 95  0  0
 0  0 567048  11400   6468 133632    0    0     0     0  239  235  0  1 99  0  0
 0  0 567048  11400   6468 133632    0    0     0     8  262  219  0  1 99  0  0
 0  0 567048  11596   6468 133632    0    0     0     0  371  243  0  1 99  0  0
 0  0 567048  11576   6468 133632    0    0     0     0  387  291  0  3 97  1  0
 0  0 567048  10824   6476 133932    0    0   284    32  590  398  0  4 96  0  0
 0  0 567048  11308   6476 133936    0    0     0     0  414  320  0  2 98  0  0
 1  0 567048  11172   6476 133936    0    0     0     0  328  272  0  2 98  0  0
 0  0 567048  11172   6476 133936    0    0     0     8  499  361  0  2 97  1  0
 0  0 567048  11596   6476 133940    0    0     0     0  389  311  0  2 98  0  0
 0  0 567048  10788   6484 133940    0    0     0    28  371  309  0  1 99  0  0
 0  0 567048  11520   6484 133940    0    0     0     8  526  342  0  2 98  0  0
 0  0 567048  11040   6484 133940    0    0     0     0  495  357  0  3 97  1  0
 1  0 567048  10848   6484 133940    0    0     0     4  256  232  0  0 100  0  0
 0  0 567048  10924   6484 133944    0    0     0     0  508  350  0  2 98  0  0
 0  0 567048  11188   6492 133944    0    0     0    36  247  203  0  1 99  0  0
 0  0 567048  11616   6492 133944    0    0     0     0  483  340  0  2 97  1  0
 0  0 567048  11696   6492 133944    0    0     0     4  640  372  0  3 97  0  0
 0  0 567048  11656   6492 133944    0    0     0     8  482  355  0  2 98  0  0
 0  0 567048  11584   6492 133944    8    0     8     0  446  341  0  2 98  0  0
 0  0 567048  11336   6492 133948    0    0     0     0  306  303  0  2 98  0  0
 0  0 567048  11928   6500 133948    0    0     0    28  429  324  0  2 98  1  0
 0  0 567048  11784   6500 133948    0    0     0     0  330  265  0  2 98  0  0
 0  0 566792  11156   6500 133948    0    0     0     4  467  349  0  2 98  0  0
 0  0 566792  11636   6500 133948    0    0     0     8  400  344  0  2 98  0  0
 0  0 566792  11516   6500 133948    0    0     0     0  377  282  0  2 98  0  0
 0  0 566792  10592   6500 133948    8    0     8     0  268  244  0  1 99  1  0
 2  0 566792  11224   6508 134012    8    0    88    28  267  213  0  0 100  0  0
 2  0 566792  10512   6508 134016    0    0     0     4  414  304  0  2 98  0  0
 1  0 566792  11000   6508 134016    0    0     0     8  350  298  0  2 98  0  0
 0  0 566792  10428   6508 134068   36    0   100     0  613  486  0  4 95  1  0
 0  0 566536  10340   6508 134080   24    0    24     0  354  379  0  1 99  0  0
 0  0 566536  10164   6516 134080    0    0     0    32  271  284  1  1 98  1  0
 0  0 566536  10248   6516 134080    0    0     0     0  464  337  0  3 97  0  0
 0  0 566536  11248   6516 134080    0    0     0     4  327  267  0  2 98  0  0
 0  0 566536  10716   6516 134084    0    0     0     8  384  287  0  2 98  0  0
 0  0 566536   9632   6516 134084    0    0     0     0  590  338  0  7 93  0  0
 0  0 566536   9640   6524 134084    0    0     0    28  242  242  0  0 99  1  0
 0  0 566536   9092   6524 134084    0    0     0     0  512  362  0  4 96  0  0
 0  0 566536  11388   6524 134084    0    0     0     0  245  220  0  1 99  0  0
 0  0 566536  10828   6524 134084    0    0     0     8  423  324  0  3 97  0  0
 0  0 566536   9488   6524 134084    0    0     0     0  591  364  0  5 95  0  0
 0  0 566536  10840   6532 134080    0    0     0    16  763  381  1  4 95  0  0
 0  0 566536  10544   6532 134088    0    0     0     0  439  317  0  3 97  0  0
 0  0 566536  11080   6532 134088    0    0     0     0  439  315  0  3 97  0  0
 0  0 566536  10232   6532 134088   16    0    16     8  493  345  1  3 96  1  0
 0  0 566536  10968   6532 134104    0    0     0    16  251  251  0  0 100  0  0
 0  0 566536  11612   6532 134088    0    0     0     0  291  277  0  1 99  0  0
 0  0 566536  11348   6540 134088    0    0     0    28  677  449  0  5 95  0  0
 4  0 566536  11092   6540 134092    0    0     0     0  384  305  0  1 99  0  0
 0  0 566536  11360   6540 134092    0    0     0     8  529  333  0  4 96  0  0
 0  0 566536  10744   6540 134092    0    0     0     0  207  208  0  0 99  1  0
 3  0 568328  18480   5996 129660    0 1760     0  1764  582  386  0  7 93  0  0
 4  0 568328  15460   6004 129660    0    0     0    28  810  643  0  5 95  0  0
 0  0 568328  16184   6004 129660    0    0     0     0  459  326  0  4 96  0  0
 1  0 568328  17444   6004 129664    0    0     0     0  494  319  0  2 97  1  0
 0  0 568328  17788   6004 129664    0    0     0     8  463  323  0  1 99  0  0
 0  0 568328  17264   6004 129664    0    0     0     0  450  258  0  4 96  0  0
 3  1 567816  10856   6012 134364 1780    0  6464    32 1300 1685  1  7 88  5  0
 1  0 567304  10100   6012 135448  688    0  1792     0  813 1051  1  4 93  3  0
 0  0 567304   8020   6012 135400   12    0    12     0  970  847  0  8 92  1  0
 1  0 567304   9224   6012 135428    0    0     0     4  359  256  0  1 99  0  0
 0  0 567304  10540   6012 135428    0    0     0     0  315  279  0  1 99  0  0
 0  0 567304  10168   6020 135420    0    0     0    16  218  266  0  0 99  1  0
 0  0 567304   9380   6020 135432    0    0     0     8  540  402  0  4 96  0  0
 0  0 567304   8928   6020 135148    0    0     0     0  389  329  0  2 98  0  0
 0  0 567816  15264   5812 130780    0  388     0   396  567  373  0  5 95  0  0
 1  0 567816  16040   5812 130808    0    0     0     0  293  257  0  1 99  0  0
 0  0 567816  15532   5820 130800    0    0     0    36  278  263  0  1 98  1  0
 1  0 567816  14428   5820 130812    0    0     0     0  563  363  0  5 95  0  0
 0  0 567816  15180   5820 130812    0    0     0     4  354  249  0  3 97  0  0
 0  0 567816  15124   5820 130812    0    0     0     8  533  360  0  4 96  0  0
 1  0 567816  15668   5820 130812    0    0     0     0  417  308  0  2 98  0  0
 0  0 567816  13912   5828 131804  116    0  1108    40  412  409  0  2 96  2  0
 0  0 567816  13928   5828 131804    0    0     0     0  471  364  0  3 97  0  0
 0  0 567816  14244   5828 131804    0    0     0     0  217  212  0  0 100  0  0
 3  0 567048   8928   5952 136048 2272  180 12100   384 1612 1823  0 16 76  7  0
 0  0 572424  21596   8136 127712  112 5056 18804  5424 2418 2033  1 33 59  7  0
 2  0 572168  13756   8584 134232  616    0  8490     0 1055 1156  1  8 85  6  0
 0  0 571912   9240   8624 137884  536    0  3378     0  921  913  1  8 89  3  0
 0  0 571656  14548   8464 133540  160    0  1244   300  608  521  1  6 93  1  0
 0  0 571656  12324   8472 133532    0    0     0   108  313  315  0  1 98  1  0
 0  0 571656  15752   8408 131588    0    0     0     0  475  320  0  2 98  0  0
 1  0 571656  15692   8148 129976    0    0     0     0  517  295  0  5 95  0  0
 0  0 571656  16796   8148 129944  120    0   120     0  435  328  0  1 98  1  0
 0  0 571656  17244   8148 129944    8    0     8     8  245  278  0  1 99  0  0
 0  0 571656  16308   8148 129944    0    0     0     4  361  306  0  1 99  0  0
 1  0 571656  16440   8156 129944    0    0     0    28  198  185  0  0 100  0  0
 0  0 571656  16824   8156 129944    0    0     0     0  737  361  1  4 96  0  0
 0  0 571656  17036   8156 129944    0    0     0     0  501  341  0  3 97  0  0
 1  0 571656  17496   8156 129944    0    0     0     0  282  223  1  1 99  0  0
 1  0 571656  17172   8156 130800    8    0   860     8  547  412  0  4 95  1  0
 0  0 571656  15896   8164 130792    0    0     0    32  391  296  0  2 98  1  0
 0  0 571656  16224   8164 130800    0    0     0     0  404  320  0  3 97  0  0
 0  0 571656  15844   8164 130800    0    0     0     0  474  322  0  2 98  0  0
 0  0 571656  15544   8164 130868    0    0    68     0  387  299  0  2 98  0  0
 0  0 571656  17188   8164 130868    0    0     0     4  372  321  0  1 99  0  0
 1  0 571656  16236   8164 130868    0    0     0     0  326  252  0  2 98  0  0
 0  0 571656  16036   8172 130872    0    0     0    20  549  335  0  4 96  0  0
 2  0 571656  17080   8172 130872    0    0     0     0  295  241  0  1 98  1  0
 0  0 571656  16176   8172 130872    0    0     0     0  421  340  0  3 97  0  0
 0  0 571656  15972   8172 130872    0    0     0     8  785  462  0  7 93  0  0
 0  0 571656  15972   8172 130872   32    0    32     0  249  271  1  0 99  0  0
 0  0 571656  16704   8180 130864    0    0     0    28  528  360  0  4 96  1  0
 0  0 571656  21728   7872 127084    0    0     0     4  465  320  0  4 96  0  0
 0  0 571656  21044   7872 127084   24    0    24     0  450  355  0  3 97  0  0
 0  0 571656  20144   7872 127084    0    0     0     8  358  310  0  0 100  0  0
 0  0 571656  20164   7872 127084    0    0     0     0  681  480  0  6 94  0  0
 6  0 571656  21332   7880 127292   52    0   252    28  419  363  0  2 97  1  0
 6  0 571656  21788   7880 127340   24    0    84     0  404  325  0  1 99  0  0
 0  0 571656  21528   7880 127464   16    0   136     8  369  352  1  2 97  0  0
 0  0 571656  21976   7880 127464    0    0     0     0  208  217  0  1 99  0  0
 0  0 571656  20112   7880 127468    0    0     0    20  582  415  0  4 96  0  0
 0  0 571656  21280   7892 127468    0    0     0    84  464  361  0  2 97  1  0
 2  0 571656  20780   7892 127468    0    0     0     0  343  245  0  1 99  0  0
 0  0 571656  22232   7892 127468    4    0     4     0  591  371  0  5 95  0  0
 2  0 571656  20876   7892 127468    0    0     0     4  352  251  0  2 98  0  0
 0  0 571656  21468   7892 127468    0    0     0     8  479  355  0  2 98  0  0
 0  0 571656  21828   7892 127468    0    0     0     0  393  314  0  2 98  0  0
 0  0 571656  21396   7900 127472    0    0     0    28  502  376  0  6 94  0  0
 5  0 571656  21792   7900 127472    0    0     0     0  360  277  0  1 100  0  0
 1  0 571656  19752   7900 127472    0    0     0     0  304  229  1  2 98  0  0
 0  0 571656  20976   7900 127472    0    0     0    12  462  294  0  3 97  0  0
 0  0 571656  22236   7900 127472    0    0     0     0  432  292  1  1 98  0  0
 1  0 571656  21248   7908 127472    0    0     0    28  871  507  0  7 92  1  0
 0  0 571656  22032   7908 127476    0    0     0     0  392  353  0  3 97  0  0
 0  0 571656  21452   7908 127476    0    0     0     0  396  312  0  2 98  0  0
 0  0 571656  22480   7908 127476    0    0     0     8  495  334  0  2 98  0  0
 0  0 571656  20912   7908 127476    0    0     0     4  385  297  0  3 97  0  0
 0  0 571656  21444   7916 127492    0    0     0    28  466  343  0  1 99  0  0
 1  0 571656  21116   7916 127492    0    0     0     0  279  262  0  1 99  0  0
 0  0 571656  21956   7916 127492    0    0     0     0  484  336  0  3 97  0  0
 0  0 571656  21932   7916 127492    0    0     0     0  503  355  0  1 99  0  0
 0  0 571656  20856   7916 127496    0    0     0     4  366  295  0  1 99  0  0
 0  0 571656  20868   7924 127496    0    0     0    20  472  343  0  3 97  1  0
 0  0 571656  20584   7924 127496    0    0     0     0  301  241  0  1 99  0  0
 1  0 571656  20072   7924 127496    0    0     0     0  559  380  0  4 96  0  0
 1  0 571656  20356   7924 127496    0    0     0     0  523  370  0  5 95  0  0
 0  0 571656  20648   7924 127496    0    0     0     8  520  288  0  7 93  0  0
 0  0 571656  21484   7924 127500    0    0     0   156  549  343  0  6 94  0  0
 0  0 571656  22036   7932 127500    0    0     0    32  338  259  0  2 98  1  0
 0  0 571656  22212   7932 127500    0    0     0     0  575  345  0  5 95  0  0
 0  0 571656  22140   7932 127484    0    0     0     0  297  276  0  1 99  0  0
 1  0 571656  21264   7932 127484    0    0     0     0  485  396  1  3 97  0  0
 2  0 571656  21532   7932 127468    0    0     0    72  412  267  0  3 97  0  0
 0  0 571656  21460   7940 127460    0    0     0    28  430  292  0  3 97  0  0
 0  0 571656  21416   7940 127468    8    0     8     4  271  274  0  1 98  1  0
 0  0 571656  22280   7940 127468    0    0     0     0  207  235  0  0 100  0  0
 0  0 571656  21840   7940 127472    0    0     0     0  716  480  0  5 95  0  0
 1  0 571656  22200   7940 127472    0    0     0     8  380  278  0  3 97  0  0
 0  0 571656  21500   7940 127472    0    0     0     0  180  185  0  0 100  0  0
 0  0 571656  20172   7948 128976   48    0  1552    44  508  430  0  2 97  1  0
 0  0 571656  19828   7948 128976    0    0     0     4  431  292  0  2 98  0  0
 0  0 571656  19828   7948 128976    0    0     0     0  128  170  0  0 100  0  0
 0  0 571656  19828   7948 128976    0    0     0     4  116  156  0  0 100  0  0
 0  0 571656  19828   7948 128976    0    0     0     0  112  163  0  1 99  0  0
 0  0 571656  19704   7948 128976    0    0     0     0  101  150  0  0 100  0  0
 1  0 571656  19972   7956 129312    4    0   340    16  382  593  1  1 98  1  0
 1  0 571656  19972   7956 129312    0    0     0     4  149  183  0  0 100  0  0
