procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0 498528  21308   5668 127868    4    0     4     0  726  370  1  8 92  0  0
 2  0 498528  17992   5668 127868    0    0     0     0 1034  610  0 15 85  0  0
 1  0 498528  21468   5676 127872    8    0     8    28  919  443  0 11 89  1  0
 1  0 498528  21296   5676 127872    0    0     0     0  933  564  0 14 86  0  0
 0  0 498528  21456   5676 127876   12    0    12    16 1080  590  0 14 86  0  0
 2  0 498528  20648   5676 128968   12    0   782     4 1193  648  0 18 82  1  0
 0  0 498272  16220   5676 132468  164    0  2066     0 1007  759  0 14 83  2  0
 2  0 498272  10272   5684 132472    0    0     0    44 1126  652  0 20 80  0  0
 0  0 498272  15432   5684 132472    0    0     0     0  976  508  1 15 84  0  0
 1  0 498272  14492   5684 132476    0    0     0    16  734  479  0  7 93  0  0
 1  0 498272   8216   5680 132376    0   16     0    16 1068  572  0 13 87  0  0
 0  0 498272  15280   5680 133628   40    0   981     4 1258  715  0 16 83  1  0
 0  0 498272  13684   5688 133632    0    0     0    28  661  427  0  6 94  0  0
 0  0 498272  14000   5688 133636    0    0     0     0 1180  568  0 12 88  0  0
 0  0 498272  15644   5688 133640    0    0     0     0  875  480  0 11 89  0  0
 0  0 498272  14928   5688 133640    0    0     0    16 1022  562  1 11 88  0  0
 0  0 498272  15484   5688 133644    0    0     0     0  917  476  0 12 88  0  0
 0  0 498272  15368   5696 133644    0    0     0    68  814  440  0 10 89  1  0
 0  0 498272  14924   5696 133648    0    0     0     0  662  351  0  6 94  0  0
 0  0 498272  15128   5692 133452    0   32     0    32 1062  598  0 13 87  0  0
 1  0 498272  14684   5692 133452    0    0     0    16  581  300  0  4 96  0  0
 0  0 498272  16432   5692 133452    0    0     0     0  706  362  0  6 94  0  0
 0  0 498272  15012   5700 133576    0    0   120    28 1060  538  1 16 84  0  0
 0  0 498272  15028   5700 133576    0    0     0     4  550  303  0  4 96  0  0
 0  0 498272  14696   5716 133616    0    0     0    92  687  372  0  5 94  1  0
 0  0 498272  14744   5712 133364    0   12     0    28 1158  643  0 18 82  0  0
 0  0 498272  14392   5712 133364    0    0     0     0  529  308  0  4 96  0  0
 0  0 498272  15552   5712 133368    0    0     0    16  811  490  0 10 90  0  0
 0  0 498272  14628   5712 133372    0    0     0     0  971  503  0 10 90  0  0
 0  0 498272  14824   5720 133364    0    0     0    88  987  461  0  9 91  0  0
 0  0 498272  15028   5720 133372    0    0     0    16  863  463  1 13 87  0  0
 0  0 498272  14292   5720 133376    0    0     0     0  994  524  0 12 88  0  0
 0  0 498272   9232   5720 133380    4    0     4     0  722  451  0  9 91  1  0
 0  0 498272  14436   5720 133380    0    0     0     0 1144  600  0 15 85  0  0
 0  0 498272  14092   5728 133384    0    0     0    32 1358  637  1 15 84  0  0
 0  0 498272  10404   5728 133388    0    0     0     4  833  472  0  7 93  0  0
 0  0 498272  14996   5728 133388    0    0     0    16  881  423  0 14 86  0  0
 0  0 498272  14036   5728 133392    0    0     0     0 1218  738  0 21 79  0  0
 2  0 498272  13244   5728 133392    0    0     0     0  827  456  0 10 90  0  0
 0  0 498272  13976   5736 133388    0    0     0    28  621  352  0  4 95  1  0
 0  0 498272  13328   5736 133396    0    0     0     0 1260  651  0 18 82  0  0
 1  0 498272  10652   5736 133400    0    0     0    20  704  394  1  8 92  0  0
 0  0 498272  15084   5716 132736    0  124     0   124  916  477  0  8 92  0  0
 0  0 498272  15004   5716 132740    0    0     0     0 1098  567  0 15 85  0  0
 1  0 498272  13744   5724 132736    0    0     0    28  852  449  0 11 88  1  0
 0  0 498272  14728   5724 132744    0    0     0     0  662  377  0  8 92  0  0
 0  0 498272  14460   5724 132748   16    0    16    12 1288  651  0 16 84  0  0
 1  0 498272  12648   5724 132748    0    0     0     4 1006  574  1 10 89  0  0
 0  0 498272  14808   5724 132752    4    0     4     0  731  384  0  6 94  1  0
 0  0 498272  14308   5724 132752    0    0     0     0 1000  534  0  7 93  0  0
 1  0 498272   9372   5732 132756    0    0     0    28  976  538  0 12 88  0  0
 0  0 498272  14284   5732 132756    0    0     0    16  764  481  0 11 89  0  0
 0  0 498272  14224   5732 132760    0    0     0     0 1078  505  0 17 83  0  0
 2  0 498272  10400   5732 133260  120    0   616     4  937  646  0 13 86  1  0
 0  0 498272  13512   5732 133260    0    0     0     0 1072  499  0 14 86  0  0
 0  0 498272  13532   5740 133264    0    0     0    28 1037  572  0 13 87  0  0
 0  0 498528  12100   5696 131588    0  300     0   316  934  453  0 14 86  0  0
 0  0 498528  16196   5696 131592    0    0     0     0  772  370  0  8 92  0  0
 0  0 498528  15852   5696 131596    0    0     0     0 1096  579  0 16 84  0  0
 0  0 498528  15436   5696 131596    0    0     0     4 1015  513  0 14 86  0  0
 0  0 498528  15632   5704 131600    0    0     0    64  695  366  0  7 92  1  0
 0  0 498528  15268   5704 131600    0    0     0    16 1157  564  0 17 83  0  0
 0  0 498528  15708   5704 131604    8    0     8     0  797  421  1 11 88  0  0
 0  0 498528  16552   5704 131608    0    0     0     0  470  305  0  3 97  0  0
 0  0 498528  15780   5704 131612    0    0     0     0 1016  471  0 11 89  0  0
 0  0 498792  10148   5708 130420    0  272     0   316 1198  556  0 15 84  1  0
 0  0 498792  17592   5708 130440    0    0     0    16  822  403  0 10 90  0  0
 0  0 498792  16984   5708 130444    0    0     0     0 1294  712  0 19 81  0  0
 4  0 499048  10536   5688 129268    0  268     0   268  656  394  0  8 92  0  0
 0  0 499304  18268   5688 129036    0   44     0    44  650  358  0  7 93  0  0
 0  0 499304  19380   5696 129036    0    0     0    28  972  452  0 12 88  0  0
 0  0 498792  15852   5696 129660 2736    0  2996     4 2101 2266  1 23 70  6  0
 0  0 498792  16404   5696 129688    0    0     0    16  738  426  0  8 92  0  0
 0  0 498792  16636   5696 129692    0    0     0     0 1143  629  0 16 84  0  0
 0  0 498792  15048   5696 129692    0    0     0     0  753  385  0  7 93  0  0
 0  0 498792  16440   5704 129696    0    0     0    28  600  336  0  4 96  1  0
 0  0 498792  15096   5704 129700    0    0     0     0 1133  583  0 15 85  0  0
 1  0 498792  15468   5704 129700    0    0     0    20  896  538  0 16 84  0  0
 0  0 498792  16028   5704 129704    0    0     0     0  814  381  0  8 92  0  0
 0  0 498792  15596   5704 129708    0    0     0     0 1258  587  0 16 84  0  0
 0  0 498792  15452   5712 129700    0    0     0    28  883  418  0 11 88  1  0
 0  0 498792  15692   5712 129708    0    0     0     0  791  425  0  7 93  0  0
 1  0 498792  13136   5712 129712    0    0     0    16 1218  583  0 16 84  0  0
 0  0 498792  16156   5712 129716    0    0     0     4  872  426  0 10 90  0  0
 0  0 498792  15992   5712 129716    4    0     4     0  748  441  0 12 88  0  0
 1  0 498792  16172   5720 129720    0    0     0    28 1051  599  1 15 85  0  0
 0  0 498792  15576   5720 129724    0    0     0     0  656  398  0  6 94  0  0
 0  0 498792  16808   5720 129724    0    0     0    16  749  374  0  6 94  0  0
 1  0 498792  14176   5720 129724    0    0     0     0 1317  678  0 14 86  0  0
 0  0 498792  16116   5720 129728    0    0     0     4  863  468  0  7 93  0  0
 1  0 498792  14960   5728 129732    0    0     0    28  942  505  0  7 92  1  0
 0  0 498792  16032   5728 129732    0    0     0     0 1385  798  0 22 78  0  0
 0  0 498792  15568   5728 129736    0    0     0    16  722  441  0  7 93  0  0
 1  0 498792  15504   5728 129736    0    0     0     0  522  329  0  5 95  0  0
 0  0 498792  16208   5720 129540    0   36     0    36 1071  556  0 11 89  0  0
 1  0 498792  15868   5728 129556    0    0     0    40  811  572  0 11 89  0  0
 1  0 498792  15640   5728 129556    0    0     0     0  579  327  0  3 97  0  0
 0  0 498792  16680   5728 129556    0    0     0    16  727  431  0  4 96  0  0
 0  0 498792  15520   5728 129560    0    0     0     0  885  451  0 10 90  0  0
 1  0 498792  15532   5728 129580    0    0     0     0  797  467  0  8 92  0  0
 3  0 498792  14388   5736 129572    0    0     0    28 1157  624  0 19 81  0  0
 1  0 498792  15184   5736 129584    0    0     0     4  849  466  0 12 88  0  0
 0  0 498792  15752   5736 129584    0    0     0    12  719  436  0 10 90  0  0
 0  0 498792  15428   5736 129588    0    0     0     0 1139  611  0 15 85  0  0
 0  0 498792  16068   5736 129592    0    0     0     0  839  454  0  8 92  0  0
 1  0 498792  16276   5736 129592    0    0     0     0  610  354  0  4 95  1  0
 0  0 498792  15512   5744 129596    0    0     0    28 1051  712  0 14 86  0  0
 2  0 498792  14512   5744 129596    0    0     0    20  856  468  1 11 88  0  0
 0  0 498792  15788   5744 129600    4    0     4     0  837  520  0  9 91  0  0
 0  0 498792  16128   5744 129604    0    0     0     0 1289  695  0 18 82  0  0
 2  0 498792  13436   5744 129604    0    0     0     0 1093  594  1 15 85  0  0
 2  0 498792  12808   5752 129608    0    0     0    28  959  564  0  8 91  1  0
 0  0 498792  12016   5752 129608    0    0     0     0 1140  610  0 18 82  0  0
 0  0 498792  15376   5728 129208    4   92    96   116  982  575  0 17 83  0  0
 0  0 498792  15364   5728 129208    0    0     0     0  769  379  0  9 91  0  0
 0  0 498792  13876   5728 129212    0    0     0     0  980  586  0 16 84  0  0
 1  0 498280  15068   5736 129388 1068    0  1240    36 1170  978  0 13 84  3  0
 2  0 498280  13568   5736 129388    0    0     0     0  758  461  1  8 92  0  0
 1  0 498280  11516   5736 129388    0    0     0    16 1153  512  0 13 87  0  0
 1  0 498280  13260   5736 129392    0    0     0     4  818  414  0  7 93  0  0
 0  0 498280  13520   5736 129392    0    0     0     0  837  416  0 12 88  0  0
 1  0 498280  11592   5744 129396    0    0     0    28 1493  756  0 27 72  1  0
 0  0 498280  14252   5744 129400    8    0     8     0  723  369  0  7 93  0  0
 1  0 501880  15460   5936 133180  340 3624 14628  3640 1625 1350  1 24 69  7  0
 0  0 502136  16416   5800 132072    0  236     0   236 1320 1432  0 22 78  0  0
 1  0 502392  16752   5768 131716    0  112     0   116  855  473  0 13 87  0  0
 2  0 502392  15552   5776 131716    0    0     0    92  755  389  0  8 91  1  0
 2  0 502392  15600   5776 131716    0    0     0     0 1228  522  0 13 87  0  0
 0  0 502392  16320   5776 131720    4    0     4    16  759  353  0  7 93  0  0
 1  0 502392  16588   5776 131724    0    0     0     0  798  464  1 11 89  0  0
 2  0 502392  13900   5776 131728    0    0     0     0  924  485  0 13 87  0  0
 1  0 502392  17904   5784 131728    0    0     0    32  896  464  0 10 90  0  0
 1  0 502392  17272   5784 131732    0    0     0     0  832  401  0  7 93  0  0
 0  0 502392  17376   5784 131732    0    0     0    16 1091  546  0 12 88  0  0
 0  0 502392  16904   5784 131736    0    0     0     0  978  438  0 12 88  0  0
 0  0 502392  16912   5784 131736    0    0     0     0  669  349  0  4 95  1  0
 0  0 502392  16864   5792 131740    0    0     0    28 1040  484  0 12 88  0  0
 1  0 502392  18028   5792 131744    0    0     0     4  855  427  1 12 87  0  0
 0  0 502392  17048   5792 131744    0    0     0     0  804  396  0 10 90  0  0
 0  0 502392  16820   5792 131748    0    0     0    16 1132  615  0 13 87  0  0
 2  0 502392  17776   5788 130700    0    0     0     0  989  479  0 12 88  0  0
 3  0 502392  15232   5796 130700    0    0     0    28 1075  533  0 14 86  1  0
 0  0 502392  17824   5796 130704    0    0     0     0  810  419  0 10 90  0  0
 1  0 502392  17376   5796 130708    0    0     0   256 1072  528  0 15 85  0  0
 1  0 502392  16812   5796 130708    0    0     0    16 1064  523  1 12 88  0  0
 0  0 502392  18860   5796 130712    0    0     0     0 1007  588  0 15 85  0  0
 2  0 502392  14712   5804 130716    0    0     0    28  897  474  0 18 82  0  0
 1  0 502392  16876   5804 130716    0    0     0     0 1089  520  0 14 86  0  0
 1  0 502392  17648   5804 130720    0    0     0     0  798  426  0  7 93  0  0
 0  0 502392  17096   5804 130720    0    0     0    20  870  431  0 11 89  0  0
 0  0 502136  17680   5820 131460  128    0   864    52  910  593  0 11 88  1  0
 0  0 502136  17652   5820 131460    0    0     0     0  704  418  0  5 95  0  0
 1  0 502136  14892   5820 131464    0    0     0     0  978  569  1 13 87  0  0
 1  0 501880   7772   6168 136364  660    0  5696   200 1414 1263  0 18 78  4  0
 0  0 505480  23676   7392 127452   16 3864 14376  4396 2786 2067  1 45 49  5  0
 0  0 505480  38124   5296 114880    4    0   342     8 1031  657  1 16 83  1  0
 2  1 505224  22204   6148 128148  720    0 11945     0 1749 1671  1 25 67  8  0
 0  0 504968  18372   6316 132012  324    0  2897     0 1202  951  0 15 82  2  0
 0  0 504968  17296   6324 133092   24    0  1104   108 1242  685  0 22 77  2  0
 1  0 504968  15620   6324 133096    0    0     0     0 1101  615  0 16 84  0  0
 0  0 504968  17600   6324 133096    0    0     0    16  904  466  0 11 89  0  0
 1  0 504968  15356   6324 133168    4    0    72     4  914  546  0 11 89  0  0
 2  0 504968  14884   6324 133172    0    0     0     0  852  531  0  8 92  0  0
 0  0 504968  17568   6324 133172    0    0     0     0  912  492  0  9 91  0  0
 3  0 504968  15568   6332 133180    0    0     0   124 1080  565  0 11 88  1  0
 0  0 504968  17388   6332 133180    0    0     0    16  813  463  0  6 94  0  0
 0  0 504968  17664   6332 133184    0    0     0     0  730  414  0  8 92  0  0
 1  0 504968  12236   6332 133188    0    0     0     8  677  402  0  5 95  0  0
 0  0 504968  15264   6332 133188    0    0     0     0  847  486  0 11 89  0  0
 0  0 504968  16720   6340 133192    0    0     0    36  825  455  0  7 93  0  0
 0  0 504968  14360   6340 133192    0    0     0    16  915  504  0  8 92  0  0
 0  0 504968  16868   6340 133196   16    0    16     0  697  485  0  5 95  0  0
 2  0 504968  18920   6276 131208    0    0     0   312  831  555  1 13 86  1  0
 1  0 504968  15192   6276 133416    8    0  2212     0 1182  621  0 15 84  1  0
 0  0 504968  16524   6284 133420    0    0     0    40 1035  546  0 15 84  1  0
 0  0 504968  17032   6284 133420    0    0     0     0  967  481  0 15 85  0  0
 0  0 504968  17000   6284 133424    0    0     0     0  705  361  0  8 92  0  0
 0  0 504968  17772   6284 133424    0    0     0    16 1004  482  0  9 91  0  0
 0  0 504968  16660   6284 133428    0    0     0     4  955  481  0 17 83  0  0
 0  0 504968  15648   6292 133428    0    0     0    28  978  511  0  9 91  0  0
 0  0 504968  17556   6292 133432    4    0     4     0  827  392  0  8 91  2  0
 0  0 504968  16932   6292 133432    0    0     0     0 1257  589  0 18 82  0  0
 0  0 504968  14236   6292 133436    0    0     0    16  966  488  0 12 88  0  0
 3  0 504968  12900   6292 133436    4    0     4     0  757  529  0 10 90  0  0
 0  0 504968  16768   6300 133440    0    0     0    60  943  584  0 14 86  0  0
 0  0 504968  16720   6300 133440    0    0     0     0  876  397  0  8 92  0  0
 1  0 504968  14344   6300 134120   20    0   688     0  891  485  0  8 92  1  0
 0  0 504968  17476   6300 134140    0    0     0    16  829  513  1 10 90  0  0
 0  0 504968  17628   6300 134140    0    0     0     0  662  347  0  7 93  0  0
 0  0 504968  13668   6312 134144    0    0     0    92  725  390  0  9 91  0  0
 0  0 504968  16948   6312 134148    0    0     0     4  984  472  0 12 88  0  0
 0  0 504968  14044   6312 134148    0    0     0     0 1147  517  0 11 89  0  0
 0  0 504968  17064   6312 134152    0    0     0    16  723  372  0  5 95  0  0
 0  0 504968  17196   6312 134152    0    0     0     0 1255  576  0 13 87  0  0
 0  0 504968  16968   6320 134144    0    0     0   104  967  517  0 16 84  1  0
 1  0 504968  17440   6320 134156    0    0     0     0  782  387  0 11 89  0  0
 0  0 504968  17484   6320 134160    0    0     0     4 1288  634  0 21 79  0  0
 1  0 504968  16960   6320 134160    0    0     0     0  614  373  0  7 93  0  0
 2  0 504968  16048   6320 134164    0    0     0    16  958  465  0 11 89  0  0
 0  0 504968  17184   6328 134168    0    0     0    28 1331  688  0 19 81  0  0
 0  0 504968  16848   6328 134168    0    0     0     0  873  466  1  8 91  0  0
 1  0 504968  18200   6328 134168    0    0     0     0  756  416  0  8 92  0  0
 0  0 504968  16944   6328 134172    4    0     4   160  862  470  0  7 92  1  0
 0  0 505480  19748   5696 129136    0  552     0   568  840  490  0 12 88  0  0
 1  0 505480  21760   5704 129128    0    0     0    28  560  326  0  5 95  0  0
 0  0 505480  22644   5704 129140    4    0     4     0 1034  579  0 11 88  0  0
 1  0 505480  18696   5704 129140    0    0     0     0  926  412  0 10 90  0  0
 1  0 505480  23696   5704 129144    0    0     0     4  817  409  0 10 90  0  0
 0  0 505480  22852   5704 129144    0    0     0    16 1082  561  0 11 89  0  0
 2  0 505480  22112   5712 129148    0    0     0    28 1013  545  0 15 85  0  0
 2  0 505480  20236   5712 129148    0    0     0     0  837  471  0 12 88  0  0
 0  0 505480  23216   5712 129156    0    0     0     0  891  509  0 13 87  0  0
 2  0 505480  19884   5712 129156    0    0     0     0 1210  638  0 16 84  0  0
 2  0 505480  19716   5712 129156    0    0     0    16  770  479  1  9 90  0  0
 0  0 505480  22840   5720 129164    0    0     0    44 1102  604  1 11 88  0  0
 0  0 505480  23264   5720 129164    0    0     0     0 1015  596  0 11 89  0  0
 0  0 505480  22892   5720 129168    0    0     0     0  740  422  0  7 93  0  0
 0  0 505480  23136   5720 129168    0    0     0     4  954  486  0  8 92  0  0
 0  0 505480  21168   5720 129172    0    0     0    16  969  533  0  8 91  1  0
 0  0 505480  23028   5740 129172    0    0     4    56  849  502  0  9 91  0  0
 1  0 505480  22796   5740 129188    0    0     0     0  891  489  0 12 88  0  0
 1  0 505480  21548   5740 129188    0    0     0     0 1138  693  0 15 85  0  0
 1  0 505480  23112   5740 129188    0    0     0     0 1039  558  0 11 89  0  0
 1  0 505480  22592   5740 129192    0    0     0    16  806  501  0  8 92  0  0
 0  0 505480  20092   5748 129184    0    0     0    64  992  516  0 14 85  1  0
 0  0 505480  22048   5748 129196    0    0     0     0  923  507  1  8 92  0  0
 1  0 505480  23120   5748 129200    0    0     0     0  830  476  0  9 91  0  0
 4  0 505480  20788   5748 129200    0    0     0     0 1171  627  1 13 86  0  0
 0  0 505480  23316   5748 129204    0    0     0     0  978  505  0 13 87  0  0
 0  0 505480  21200   5756 129208    0    0     0    44  807  502  0  8 92  1  0
 5  1 505480  20024   5756 129208   48    0    48     4 1176  708  0 18 82  0  0
 0  0 504968  21876   5756 129212   36    0    36     0 1084 1048  1  8 92  0  0
 0  0 504968  23856   5756 129212    0    0     0     0  890  423  1 10 90  0  0
 0  0 504968  22840   5756 129216   20    0    20     0  917  508  0  8 92  1  0
 2  0 504968  19396   5764 129216    0    0     0    60  627  402  0  6 94  0  0
 0  0 504968  23056   5764 129220    0    0     0     0  961  543  0 10 90  0  0
 0  0 504968  23160   5764 129224    0    0     0     4  876  440  0 11 89  0  0
 1  0 504968  22952   5764 129224    0    0     0     0  839  446  0  9 91  0  0
 2  0 504968  21948   5764 129228    0    0     0     0  802  446  0 10 90  0  0
 2  0 504968  20384   5772 129228    0    0     0    48  928  519  0 12 87  1  0
 0  0 504968  22568   5772 129228    0    0     0     0  824  412  0  8 92  0  0
 3  0 504968  22540   5772 129236    0    0     0     0 1354  647  0 16 84  0  0
 0  0 504968  23616   5772 129236    4    0     4     4  984  476  0 11 89  0  0
 1  0 504968  21576   5772 129240    0    0     0     0  772  467  1  7 93  0  0
 0  0 504968  21628   5780 129232    0    0     0    60 1026  561  0 13 87  0  0
 1  0 504968  23240   5780 129244    0    0     0     0  827  396  1  5 95  0  0
 1  0 504968  20496   5780 129244    0    0     0     0  828  389  0 11 89  0  0
 0  0 504968  23196   5780 129248    0    0     0     0  747  403  0  8 92  0  0
 0  0 504968  22704   5780 129252    0    0     0     4  923  512  0 13 88  0  0
 1  0 504968  21624   5788 129244    0    0     0    40  992  550  0 13 87  1  0
 1  0 504968  22028   5788 129256    0    0     0     0 1101  486  0 10 90  0  0
 0  0 504968  22232   5788 129256    0    0     0     0  865  448  0 12 88  0  0
 2  0 504968  20868   5788 129260    0    0     0     0  828  399  0 10 90  0  0
 1  0 504968  18528   5788 129260    0    0     0     0  920  535  0 14 86  0  0
 2  0 504968  23196   5796 129264    0    0     0    32 1179  635  0 17 83  1  0
 2  0 504968  20188   5796 129264    0    0     0    16  798  485  0  8 92  0  0
 1  0 504968  19568   5796 129268    0    0     0     0  880  510  0 12 88  0  0
 1  0 504968  23080   5796 129272    4    0     4     0  931  452  0 11 89  0  0
 1  0 504968  20432   5796 129272    0    0     0     0  849  454  0 10 90  0  0
 2  0 504968  22736   5804 129424    0    0   196    28  898  482  0 10 90  0  0
 0  0 504968  23480   5804 129472   40    0    40    20  809  544  0 11 88  1  0
 2  0 504968  22776   5804 129476   32    0    32     0  879  566  0 12 87  1  0
 0  0 504968  22776   5804 129476    0    0     0     0  110  152  0  0 100  0  0
